Meter_Hours,Latitude,Longitude,Pay By Cell Number
2 HR Pas Mon-Sat 0900-1900,40.838102965382,-73.8637019310501,200079
2 HR Pas Mon-Sat 0900-1900,40.6749360896268,-73.97505261624,302815
3HR Com Mon-Sat 0700-1900,40.7388734412539,-73.9916380355775,107327
2 HR Pas Mon-Sat 0900-1900,40.7012312329072,-73.889898791098,455285
2 HR Pas Mon-Sat 1000-1600,40.8272620781936,-73.8498138590922,220284
2 HR Pas Mon-Sat 0800-1900,40.8534433170558,-73.9061697112256,212588
2HR Pas Mon-Sat 0730-1900,40.7331464698053,-74.0004078269137,102637
2 HR Pas Mon-Sat 0900-1900,40.7555174680317,-73.8148176562658,453449
2 HR Pas Mon-Sat 0830-1900,40.6977162771244,-73.9928286113119,342435
2HR Pas Mon-Sat 0900-2200,40.7292112734148,-74.0051103115341,104100
2 HR Pas Mon-Sat 0900-1900,40.7648140395397,-73.8122119199333,439576
2 HR Pas Mon-Sat 0830-1900,40.6345616665585,-74.0264403133238,330905
2 HR Pas Mon-Sat 0900-1900,40.8353210837708,-73.8326849046403,218918
2 HR Pas Mon-Sat 0900-1900,40.8273792161861,-73.9495495129265,111548
2 HR Pas Mon-Sat 0900-1900,40.8509578767005,-73.9371845343304,111364
2 HR Pas Mon-Sat 0800-1900,40.6144006309552,-73.9745101497814,312006
2 HR Pas Mon-Sat 0900-1900,40.7102050429466,-73.8996512713311,422271
3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,40.755864488455,-73.9679429979346,107017
2 HR Pas Mon-Sat 0830-1900,40.6710173036559,-73.9111569900066,338972
2 HR Pas Mon-Sat 0900-1900,40.7485294735456,-73.8774005977076,404921
3HR Com Mon-Fri 0700-1900 /2HR Pas Sat 0800-1900,40.7466927109941,-73.9782375288356,103111
6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,40.7593255473912,-73.9867216211511,102623
2 HR Pas Mon-Sat 0900-1900,40.608801530836,-73.9723549545251,313143
2 HR Pas Mon-Sat 0800-1900,40.8250346580115,-73.8907951209289,200782
2HR Pas Mon-Sat 0800-2200,40.7767491710788,-73.9819298791963,110792
2 HR Pas Mon-Sat 0930-1900,40.6951242782244,-73.8445255622904,455010
2 HR Pas Mon-Sat 0900-1900,40.5849675786158,-74.0935699486969,522141
2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,40.6363951977994,-73.9905971296381,335308
2 HR Pas Mon-Sat 0900-1900,40.6876263836257,-73.9186623357804,340788
2 HR Pas Mon-Sat 0830-1900,40.8781746060292,-73.9047342389652,211454
2 HR Pas Mon-Sat 0800-1900,40.698522295012,-73.8345361522334,412479
2 HR Pas Mon-Sat 0900-1900,40.7241234378417,-73.8484759254007,464628
2 HR Pas Mon-Sat 0800-1900,40.6549221467593,-73.9161745665918,319974
2 HR Pas Mon-Sat 0900-1900,40.7568580332363,-73.9213824101813,425866
2 HR Pas Mon-Sat 0900-1900,40.6953222237094,-73.9321534195548,309796
2 HR Pas Mon-Sat 0830-1900,40.7458213473989,-73.8847048655211,403814
2 HR Pas Mon-Sat 0830-1900,40.6424929661789,-73.9487586851238,306338
3HR Com Mon-Fri 1000-1600,40.7563352033784,-73.9748236721908,104050
2 HR Pas 0900-1900 Mon-Thur / 4HR Pas 0900-1900 Fri,40.6412723391177,-73.9859359438874,333188
2 HR Pas Mon-Sat 0900-1900,40.7334656455013,-73.8502721122659,468941
2 HR Pas Mon-Sat 0900-1900,40.7988732210847,-73.9669741125791,114677
2 HR Pas Mon-Sat 0900-1900,40.6759419835588,-73.9635018256055,334929
2 HR Pas Mon-Sat 0900-1900,40.5927704770811,-73.9494318160635,304136
2 HR Pas Mon-Fri 0830-1600 /2 HR Pas Sat 0830-1900,40.7086483262855,-73.9587707131063,300936
2 HR Pas Mon-Sat 0900-1900,40.742655426992,-73.8829604250505,467406
2HR Pas Mon-Sat 0800-1900,40.7823379761617,-73.9576218323291,109546
2 HR Pas Mon-Sat 0800-1900,40.6901211969498,-73.9901234952181,342555
2 HR Pas Mon-Sat 0900-1900,40.8595917684238,-73.8924894543858,212670
2 HR Pas Mon-Sat 0830-1900,40.8411886325952,-73.9393264333604,109146
2 HR Pas Mon-Sat 0800-1900,40.6033707715259,-73.9724610030955,310163
2 HR Pas Mon-Sat 0900-1600,40.7609385398661,-73.7642077490707,448857
2 HR Pas Mon-Sat 0730-2200,40.7572162588969,-73.8298913030222,467775
2 HR Pas Mon-Sat 0900-1900,40.7355821886322,-73.8808818167069,404904
2 HR Pas Mon-Sat 0900-1900,40.6377668548066,-73.8970682758331,328285
2 HR Pas Mon-Sat 0800-1900,40.6563535835894,-73.9601389989351,329473
2 HR Pas Mon-Sat 0800-1900,40.5773774144106,-73.9621113954462,310356
3HR Com Mon-Sat 0700-1900,40.7640544638453,-73.9743390594139,105074
2 HR Pas Mon-Sat 0900-1900,40.6635316462768,-73.9251799100071,339827
3HR Com Mon-Fri 0800-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,40.7232321836327,-73.9993257160406,106586
3HR Com Mon-Fri 0700-1900 /2HR Pas Sat 0800-1900,40.7481482690939,-73.9816815045401,104313
3HR Com Mon-Sat 0700-2200,40.7625288259605,-73.9846165081572,106047
2 HR Pas Mon-Sat 0900-1900,40.7473012532809,-73.8634867937076,404322
2 HR Pas Mon-Sat 0900-1900,40.7452676690224,-73.9531672538632,422275
2 HR Pas Mon-Sat 0800-1900,40.626493167522,-74.0770535344086,513244
2 HR Pas Mon-Sat 0800-1900,40.8507087755616,-73.9328369592134,113139
2 HR Pas Mon-Sat 0900-1900,40.6045580037386,-73.9710298196484,312237
2 HR Pas Mon-Sat 0900-1900,40.7476211332254,-73.8632832464888,467270
2 HR Pas Mon-Sat 0830-1900,40.6685358207764,-73.9099000287822,320938
2 HR Pas Mon-Sat 0900-1900,40.7009477419984,-73.896358329356,456711
3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,40.7500463843765,-73.9766202769523,105088
2 HR Pas Mon-Sat 0800-1900,40.601041282615,-73.9368800593585,324639
2 HR Pas Mon-Sat 0800-1900,40.7601488504353,-73.8036153631299,446923
2 HR Pas Mon-Sat 0830-1900,40.7662924588359,-73.9131290114343,426140
2 HR Pas Mon-Sat 0900-1900,40.6864650806859,-73.9833979142799,331943
2 HR Pas Mon-Sat 0900-1900,40.7039946319648,-73.803038575647,425742
2 HR Pas Mon-Sat 0800-1900,40.5969780975775,-73.9737960103631,316412
2 HR Pas Mon-Sat 0900-1900,40.7886646069308,-73.8143431373257,433214
6HR Pas Mon-Fri 0800-2200,40.8711285513657,-73.8974649804035,207622
2 HR Pas Mon-Sat 0900-1900,40.7603263940424,-73.9223786165521,416599
2 HR Pas Mon-Sat 0900-1900,40.7088307588337,-73.830879894,465601
4HR Pas Mon-Sat 0700-2200,40.7613513273916,-73.9252925265682,469227
2 HR Pas Mon-Sat 0800-1900,40.8474378379194,-73.8304478501204,204301
2 HR Pas Mon-Sat 0800-1900,40.5988439087058,-73.9568688230353,304725
2 HR Pas Mon-Sat 0900-1900,40.6916600020733,-73.9259812161297,334218
2 HR Pas Mon-Fri 0900-1900,40.6371324497626,-73.9894833236377,301352
2 HR Pas Mon-Fri 0800-1500 / 2 HR Pas Sat 0800-1900,40.7080122320663,-73.8978186523455,455378
2 HR Pas Mon-Sat 0830-1900,40.8472045916349,-73.8328962572829,207061
2 HR Pas Mon-Sat 0830-1900,40.678924396331,-73.8659198802797,320954
2 HR Pas Mon-Sat 0900-1900,40.5894348279382,-73.9601074879623,302277
2HR Pas Mon-Sat 0900-1900,40.7746808501832,-73.9508340247416,113038
2HR Pas Mon-Sat 0900-1900,40.7308342881339,-73.9855806854339,103714
2 HR Pas Mon-Sat 0900-1900,40.7262611452859,-73.852856574345,463063
2 HR Pas Mon-Sat 0900-1900,40.5985358342028,-73.9794199543792,310386
2 HR Pas Mon-Sat 0930-1900,40.6952643082232,-73.8408071203077,460029
2 HR Pas Mon-Fri 0800-1800,40.6393552054702,-74.0764750836921,510382
2 HR Pas Mon-Sat 0830-1900,40.6083435192254,-73.9568560096986,318557
2 HR Pas Mon-Sat 0830-1900,40.844119141225,-73.8457433775962,211037
2 HR Pas Mon-Sat 0800-1900,40.7288258384554,-73.7820112489359,443409
2 HR Pas Mon-Sat 0900-1900,40.8614388776817,-73.8989129427177,214280
2 HR Pas Mon-Sat 0800-1900,40.6130642691495,-74.123655443247,509354
2HR Pas Mon-Sat 0800-1900,40.7742355080094,-73.9482384938327,111445
2 HR Pas Mon-Sat 0900-1900,40.7136299915624,-73.7555741785264,408618
2 HR Pas Mon-Sat 0900-1900,40.6992293382283,-73.9196007616735,310814
2 HR Pas Mon-Sat 0900-1900,40.60482030177,-73.9987834069904,311265
2 HR Pas Mon-Sat 0800-1900,40.6468541346162,-73.9582103076337,307816
2 HR Pas Mon-Sat 0900-1900,40.6786322814689,-73.8327564103468,424957
2 HR Pas Mon-Sat 0800-1900,40.6512812503091,-73.9302176998868,327421
2 HR Pas Mon-Sat 0900-1900,40.61960732924,-73.9191568317073,319536
2 HR Pas Mon-Sat 0800-1900,40.7157411786308,-73.7470867924724,403448
2 HR Pas Mon-Sat 0830-1900,40.8516806279234,-73.8301741501731,207019
2 HR Pas Mon-Sat 0800-1900,40.7677082216924,-73.9232628491149,420001
2 HR Pas Mon-Sat 0830-1900,40.6687953354166,-73.9081941716524,331854
2 HR Pas Mon-Sat 0800-1900,40.6367277032395,-74.0114703824028,310636
3HR Com Mon-Fri 0800-1900,40.7432749022536,-73.9956333212096,102414
2 HR Pas Mon-Sat 0900-1900,40.6803106687397,-73.8601433088785,448549
2 HR Pas Mon-Sat 0800-1900,40.7256107452327,-73.8105959325925,440474
2 HR Pas Mon-Sat 0800-1900,40.8249059782759,-73.947046868149,112624
2HR Pas Mon-Fri 1000-1600 /2HR Pas Sat 0900-1900,40.761119233007,-73.9942629850926,103223
2HR Pas Mon-Sat 0900-1900,40.7795685444783,-73.980809944898,111887
2 HR Pas Mon-Sat 0900-1900,40.6519257507356,-73.9313609209171,340348
2 HR Pas Mon-Sat 0800-1900,40.640854995668,-74.0148378485383,337383
2 HR Pas Mon-Sat 0830-1600,40.6382047187196,-73.9483015737064,306010
3HR Com Mon-Fri 0700-1900,40.7473550403879,-73.9918478445898,104654
2 HR Pas Mon-Sat 0900-1900,40.7282277273272,-73.7834389058494,454172
2 HR Pas Mon-Sat 0800-2200,40.8037935740256,-73.9667707203505,111396
2 HR Pas Mon-Fri 0900-1900,40.6319613838489,-73.9747612768004,306277
2 HR Pas Mon-Sat 0900-1900,40.6821587029344,-73.9602909781543,303371
2 HR Pas Mon-Sat 0900-1900,40.6184582709181,-73.9316022969989,323019
2 HR Pas Mon-Sat 0800-1900,40.8375391357896,-73.9067449280611,221102
2 HR Pas Mon-Sat 0830-1900,40.8713177691847,-73.864762025159,204381
2HR Pas Mon-Sat 0830-2200,40.7356815523304,-73.9823954375108,105112
2 HR Pas Mon-Sat 0900-1900,40.617242562194,-73.9917673928817,313329
2 HR Pas Mon-Sat 0800-1900,40.8392887636888,-73.9057253568821,221102
2 HR Pas Mon-Sat 0900-1900,40.6652829681336,-73.9828166541988,313243
3HR Com Mon-Sat 0700-1900,40.7462093744142,-73.977056148695,103372
2 HR Pas Mon-Sat 0900-1900,40.6651544925503,-73.9901110684234,338567
2HR Pas Mon-Sat 1900-2200,40.732597584557,-74.0001822726066,105997
3HR Pas Mon-Sat 0830-2200,40.7190926984656,-73.841907241672,465178
2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,40.6401265627355,-73.9946162705521,300601
2 HR Pas Mon-Sat 0900-1900,40.7103137895169,-73.7928682298149,445034
2 HR Pas Mon-Sat 0900-1900,40.6840367384704,-73.8379220273187,458728
2 HR Pas Mon-Sat 0800-1900,40.6379868801845,-74.0070621598139,304216
2 HR Pas Mon-Sat 0900-1900,40.7090932058058,-73.7960288027195,441980
3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,40.7666852525282,-73.9600362555046,105298
2 HR Pas Mon-Sat 0900-1900,40.6706178733433,-73.9328500689803,318967
2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,40.617583980409,-73.9633350249547,322058
2 HR Pas Mon-Sat 0800-1900,40.8055528887143,-73.9399875463346,110699
3HR Com Mon-Fri 0800-1800,40.7402537631109,-73.9960777777268,102715
2 HR Pas Mon-Sat 1000-1900,40.6818343993511,-73.9537019868659,312142
3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,40.7298342438247,-73.9929525011257,106298
2 HR Pas Mon-Sat 0830-1800,40.710180122874,-73.9628613368916,329235
2 HR Pas Mon-Sat 0900-1900,40.6684851042799,-73.9865057628464,335475
2 HR Pas Mon-Sat 1000-1900,40.7061989030057,-73.8321517402595,416773
2 HR Pas Mon-Sat 1000-1900,40.6959412766883,-73.7470680934407,415426
2 HR Pas Mon-Sat 0830-1900,40.6274128308702,-74.0073098383573,312627
2 HR Pas Mon-Fri 0900-1900,40.6332319387327,-73.9935898516765,305415
2 HR Pas Mon-Sat 0800-1900,40.6379195383671,-73.8963460399936,339934
2 HR Pas Mon-Sat 0900-1900,40.7554709402742,-73.7669617816041,433673
2 HR Pas Mon-Sat 0800-1900,40.7098759879797,-73.8475447894163,467627
2 HR Pas Mon-Sat 0800-1900,40.7269814654725,-73.7876439239585,449942
3HR Com Mon-Fri 0700-1500 /2HR Pas Sat 0800-1900,40.7473935692158,-73.9782254190451,103109
2 HR Pas Mon-Sat 0900-1900,40.6130357150576,-73.9817142351872,311117
2 HR Pas Mon-Sat 0900-1600,40.7094148745878,-73.9585898285343,302555
2 HR Pas Mon-Sat 0900-1900,40.8511863315669,-73.9327689265831,113138
2 HR Pas Mon-Sat 0900-1900,40.75946744711,-73.919638771298,415526
2HR Pas Mon-Sat 0900-1900,40.7746941623033,-73.9803944919458,109362
2 HR Pas Mon-Sat 0900-1900,40.7559832811423,-73.8836035553797,466143
2 HR Pas Mon-Sat 0800-1900,40.6266832189725,-73.9764913087826,309298
1HR Com Mon-Sat 1900-2400,40.75154451075,-73.9765171745137,104660
2 HR Pas Mon-Sat 0900-1900,40.5931847117153,-73.9403446895286,322232
2 HR Pas Mon-Sat 0830-1900,40.6354467852161,-73.9784454672447,329694
2 HR Pas Mon-Sat 0830-1900,40.6132046251184,-73.9801990160655,309942
2 HR Pas Mon-Sat 0830-1900,40.7502542694726,-73.8618388080388,405249
2 HR Pas Mon-Sat 0900-1900,40.5880056915395,-73.9553524464085,310537
2 HR Pas Mon-Sat 0800-1900,40.6550272978636,-73.9161355659681,338435
2 HR Pas Mon-Sat 0900-1900,40.6081937650192,-73.9571710107978,322820
6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,40.7608009105837,-73.9749347671778,102049
2 HR Pas Mon-Sat 0830-1900,40.7444053778903,-73.8848849145472,465220
3HR Com Mon-Sat 0700-1900,40.7637357412272,-73.9641227721682,102308
2HR Pas Mon-Sat 0900-1900,40.7197435711877,-73.9916167395079,106685
2 HR Pas Mon-Sat 0900-1900,40.8624730980263,-73.9025478527111,207025
3HR Com Mon-Fri 0700-1000 /2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,40.7722282754916,-73.9609948771492,110194
2HR Pas Mon-Sat 0700-1900,40.7869406347872,-73.9717206798197,109668
3HR Com Mon-Fri 1000-1900,40.7661199532337,-73.9561710697926,104023
2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,40.6788076345347,-73.9735165372266,338822
2 HR Pas Mon-Sat 0900-1800,40.6263196051298,-74.1304086861518,508184
2 HR Pas Mon-Sat 0900-1900,40.6926060963804,-73.8566369018855,455648
2 HR Pas Mon-Sat 1000-1600,40.7133252002242,-73.7823397192783,432675
2 HR Pas Mon-Sat 0830-1900,40.6516410782471,-73.9311350213241,322206
2 HR Pas Mon-Sat 0830-1900,40.7269546815068,-73.8934747980309,464431
3HR Com Mon-Fri 0800-1900,40.7426788687407,-73.9944664785672,101312
2 HR Pas Mon-Sat 0800-1900,40.8237903552536,-73.8939552740308,219331
1HR Com Mon-Sat 0700-1900,40.7633286170432,-73.9717126677408,106741
2 HR Pas Mon-Sat 0900-1900,40.5992983800448,-73.9503923635104,315245
4HR Pas Mon-Sat 0900-1900,40.744073241569,-73.929956991095,427014
2 HR Pas Mon-Sat 0900-1900,40.8400873173787,-73.8636089041015,213255
3HR Pas Mon-Sat 0830-1900,40.721182596512,-73.8477290784063,469274
2 HR Pas Mon-Sat 1000-1600,40.5982112045056,-73.9625981628007,319270
2 HR Pas Mon-Sat 0900-1900,40.6092769900946,-73.9695782201086,311323
2HR Pas Mon-Sat 1000-1900,40.7407302302442,-74.0016681124767,104374
3HR Com Mon-Sat 0700-2200,40.7523632049856,-74.0018074581466,101070
2 HR Pas Mon-Sat 0800-1900,40.6050446182521,-73.7547226659697,449000
2 HR Pas Mon-Sat 0830-1900,40.7055241832121,-73.9428323871399,330353
3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,40.722161615459,-73.9994409667172,101340
2 HR Pas Mon-Sat 0900-1900,40.6996898292299,-73.9073774123634,449306
2HR Pas Mon-Sat 0800-1900,40.7364536605576,-73.9777311295371,108278
2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0900-1900,40.6784476124138,-73.8443985908072,458246
2HR Pas Mon-Sat 0830-1900,40.7163973815487,-73.9878929379698,102552
2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0900-1900,40.806676106179,-73.9268860818686,210358
2 HR Pas Mon-Sat 0800-1900,40.7174843021109,-73.7395164220013,408209
2 HR Pas Mon-Sat 0800-1900,40.7438692610161,-73.9279908623901,424587
2 HR Pas Mon-Fri 0900-1900,40.6374113872412,-73.9899462046122,333632
2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,40.6403251684963,-73.9865079453871,304571
2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,40.6182863658909,-73.9600309759181,314135
3HR Com Mon-Fri 0900-1900 /2HR Pas Sat 0900-1900,40.7673256500559,-73.9840952450966,101770
2 HR Pas Mon-Sat 0800-1900,40.8193795781484,-73.913551629981,201629
2 HR Pas Mon-Sat 0830-1900,40.626177729869,-74.0240714418999,309678
2 HR Pas Mon-Sat 0900-1900,40.5997895207137,-73.9455627125708,308866
2 HR Pas Mon-Sat 0900-1900,40.7652318960794,-73.8207686363186,441863
"2 HR Pas Mon-Fri 1000-1200, 1400-1600 /2 HR Pas Sat 0830-1900",40.6675514487384,-73.9507772296231,338080
2 HR Pas Mon-Sat 0830-1900,40.8359435351231,-73.8554195312136,200463
3HR Com Mon-Fri 0700-1000 /2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,40.7803178493235,-73.954876697057,112892
2 HR Pas Mon-Sat 0800-1900,40.7194607890541,-73.73359374807,407746
2 HR Pas Mon-Sat 0900-1900,40.7536484815051,-73.9075363236215,419212
2HR Pas Mon-Fri 1300-1900 /2HR Pas Sat 0830-1900,40.779179572762,-73.9478378442227,112133
2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,40.6247909688961,-73.9622093283084,322835
2HR Pas Mon-Sat 0800-1900,40.7313513807596,-74.0036011313183,105041
2 HR Pas Mon-Sat 0900-1900,40.847259137246,-73.9316399606557,111368
2HR Pas Mon-Sat 0800-2200,40.7338401980602,-73.9996725383102,106341
2 HR Pas Mon-Sat 0830-1900,40.7653146486359,-73.9178842426848,427002
2HR Pas Mon-Sat 0800-1900,40.7459120264852,-73.9799730565126,103106
2 HR Pas Mon-Sat 0830-1900,40.8000954196691,-73.9383031583084,114225
2 HR Pas Mon-Sat 0800-1900,40.7776024936721,-73.9087570638228,422224
1HR Com Mon-Sat 0700-1900,40.7626821894489,-73.9721836899269,105990
2HR Pas Mon-Sat 0800-1900,40.7137203030701,-73.9901186137539,100133
2 HR Pas Mon-Sat 0830-1900,40.7008955730621,-73.8926760290953,455978
2 HR Pas Mon-Sat 0830-1900,40.8518225995301,-73.8297342016261,205788
2 HR Pas Mon-Sat 0830-1900,40.8205349184316,-73.9214220890052,219533
2 HR Pas Mon-Sat 0900-2000,40.8541722925065,-73.8678233687406,214970
2HR Pas Mon-Sat 1000-1900,40.7189814178144,-73.9944677856368,103469
2 HR Pas Mon-Sat 0900-1900,40.6324085818251,-73.9485899894153,314096
2 HR Pas Mon-Sat 0800-1900,40.8536903802839,-73.8671285033698,206805
2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0900-1900,40.7987353616131,-73.936384038895,114671
3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,40.7553027360426,-73.9683529976509,103052
2 HR Pas Mon-Sat 0900-1700,40.5733129010235,-74.1152071147219,521411
2 HR Pas Mon-Sat 0900-1900,40.7712744183724,-73.8266574026292,453358
2 HR Pas Mon-Sat 0900-1900,40.5944151517921,-73.9408456848154,323928
2 HR Pas Mon-Sat 0830-1900,40.7278058199697,-73.8567166851972,465693
2 HR Pas Mon-Sat 0830-1900,40.7474688633112,-73.8687545211433,467586
2 HR Pas Mon-Sat 0800-1900,40.6841530110924,-73.9949609912443,336453
6HR Pas Mon-Sat 0800-2000,40.5846408324029,-74.0879462139977,521174
2 HR Pas Mon-Sat 0900-1900,40.7054073464727,-73.7995576138351,406399
2HR Pas Mon-Sat 0700-2200,40.7604612443703,-73.9180003487015,469237
2 HR Pas Mon-Sat 0900-1900,40.7619419872544,-73.8698938891326,441902
3HR Com Mon-Fri 0800-1900,40.7387631542018,-73.9886577859789,102580
2HR Pas Mon-Sat 0800-1900,40.7749116567493,-73.9477433969549,114515
2 HR Pas Mon-Sat 0900-1900,40.8543605899919,-73.8666380230589,208759
3HR Com Mon-Sat 0700-1900,40.7657435937758,-73.97833553088,101352
2 HR Pas Mon-Sat 0830-1900,40.5780398856501,-73.9566616563592,319248
2 HR Pas Mon-Sat 0930-1900,40.8297517368603,-73.8250564834976,219740
2 HR Pas Mon-Sat 0830-1900,40.6002525269536,-73.7539625155045,465366
2 HR Pas Mon-Sat 0900-1900,40.6524973384663,-73.8387613124116,449597
2 HR Pas Mon-Sat 0900-1900,40.6943635015464,-73.8274494795754,413908
2 HR Pas Mon-Sat 0900-1900,40.6871987471899,-73.8218678292113,422938
2 HR Pas Mon-Sat 0800-1900,40.6051147158128,-73.9780621123933,307459
2HR Pas Mon-Sat 0900-1900,40.7738686512128,-73.9514257105154,109428
3HR Com Mon-Fri 1000-1600,40.7598655312781,-73.9722482382338,106797
2 HR Pas Mon-Sat 0900-1900,40.7000583193532,-73.9199611404885,305830
2 HR Pas Mon-Sat 0800-1900,40.7559324191715,-73.8045185830346,435731
2 HR Pas Mon-Sat 0800-1900,40.757480082657,-73.8661689445866,452469
2 HR Pas Mon-Sat 0800-1900,40.649706408324,-74.0094081326226,305339
2 HR Pas Mon-Sat 0900-1900,40.7002647714728,-73.9003856409966,453699
2HR Pas Mon-Sat 0900-1900,40.7173539185681,-73.9934316464617,104420
3HR Com Mon-Sat 0700-1900,40.7589288809834,-73.965420695889,101444
3HR Com Mon-Fri 0700-1800,40.7383479477452,-73.9933722856711,104170
2 HR Pas Mon-Sat 0800-1900,40.5826053761977,-73.8359020318179,454120
2 HR Pas Mon-Sat 0900-1900,40.7086634157483,-73.7998180391542,443483
2HR Pas Mon-Sat 0900-1900,40.7234469118592,-74.0060620502539,107367
2 HR Pas Mon-Sat 0900-1900,40.7087852883821,-73.8309731125703,466956
2 HR Pas Mon-Sat 0830-2200,40.7571848784113,-73.8288834607616,457631
2 HR Pas Mon-Sat 0900-1900,40.5953645736418,-73.9547422499666,312225
2 HR Pas Mon-Sat 0900-1900,40.8176380163134,-73.942201487896,110610
2 HR Pas 0900-1900 Mon-Thur / 4HR Pas 0900-1900 Fri,40.6300208364697,-73.9793856425443,311861
2HR Pas Mon-Sat 0700-1900,40.723894011922,-73.9759799771651,105456
2HR Pas Mon-Sat 0900-1900,40.7759175126055,-73.9794154885589,110281
2HR Pas Mon-Sat 0830-2200,40.718482655876,-73.9977807207624,104038
3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2200,40.7467105377259,-73.9775494333701,106467
"2 HR Pas Mon-Sat 0800-1900 Jan-May, Sept-Dec /2 HR Pas Mon-Sat 0800-2400 June-Aug",40.5752703447873,-73.9771640495127,316449
3HR Com Mon-Sat 0600-2200,40.7402979281772,-74.0040096725773,102819
2 HR Pas Mon-Sat 0800-1900,40.8953042653559,-73.8603865887843,211442
2 HR Pas Mon-Sat 0930-1900,40.6488719900332,-73.9649857395483,303333
2 HR Pas Mon-Sat 0800-1900,40.6006764073775,-73.9401908076269,322624
2 HR Pas Mon-Sat 0900-1900,40.8647452024967,-73.8217686829505,219071
2 HR Pas Mon-Sat 0800-1900,40.7684710844289,-73.9111731412339,426711
2 HR Pas Mon-Sat 0800-1700,40.5512464609803,-74.1502913231613,518003
2 HR Pas Mon-Sat 0900-1900,40.6806024922306,-73.8460390145605,456714
2HR Pas Mon-Sat 0900-1900,40.741946254208,-74.001068534976,103133
2 HR Pas Mon-Sat 0800-1900,40.6428265464356,-74.076870018107,509077
2 HR Pas Mon-Sat 0900-1900,40.6120833337963,-73.9786824583027,316433
2 HR Pas Mon-Sat 0900-1900,40.6639546155524,-73.9514975996307,333382
2 HR Pas Mon-Sat 0830-1900,40.7482364057057,-73.884099155866,468446
1HR Com Mon-Fri 0700-1900,40.7433014825076,-73.9877458735218,105173
2HR Pas Mon-Sat 0900-1900,40.7163141221481,-73.9892535286455,102424
2 HR Pas Mon-Sat 0830-1900,40.6380458348402,-74.0068016354622,312488
2 HR Pas Mon-Sat 0800-1900,40.746286985911,-73.9532495266077,422266
2HR Pas Mon-Sat 0700-1900,40.7173243399277,-73.9941400017209,102885
2 HR Pas Mon-Sat 0900-1900,40.7066989831161,-73.7910239306851,424994
2 HR Pas Mon-Sat 0830-1900,40.7540773928618,-73.8330540523196,463559
2 HR Pas Mon-Fri 0800-1900,40.6042658597896,-73.9734640765566,313140
2HR Pas Mon-Sat 0800-1900,40.7321277615492,-73.9886503069103,102602
2 HR Pas Mon-Sat 0830-1900,40.8088165555589,-73.9477374261451,110167
2 HR Pas Mon-Sat 0800-1900,40.7945513603249,-73.9426409986972,111413
2 HR Pas Mon-Sat 0900-1900,40.7675464919653,-73.9209766398584,425437
2 HR Pas Mon-Sat 0730-1900,40.8806477336069,-73.8401080109546,205343
2 HR Pas Mon-Sat 0900-1900,40.827042994473,-73.8227827711368,218505
2 HR Pas Mon-Sat 0900-1900,40.7580282315275,-73.7829903970717,444538
3HR Com Mon-Fri 0700-1500 /2HR Pas Sat 0800-1500,40.746471342088,-73.9760540580348,103370
3HR Com Mon-Fri 1000-1600,40.7581452535666,-73.9735022488118,106228
2 HR Pas Mon-Sat 0900-1900,40.6868057737375,-73.8228839665837,419794
2 HR Pas Mon-Sat 0900-1900,40.633438446738,-73.9645562176372,307601
2HR Pas Mon-Sat 0800-2200,40.784814307005,-73.9790507266435,110850
2 HR Pas Mon-Sat 0900-1900,40.7128296651125,-73.7856518466338,438329
2 HR Pas Sat 0800-1900,40.8617875553915,-73.8932925401793,215346
2 HR Pas Mon-Sat 0900-1900,40.6859211313976,-73.8254468014502,410702
2 HR Pas Mon-Sat 0900-1900,40.795621964669,-73.9693480099587,111258
2 HR Pas Mon-Sat 0830-1900,40.8343965931194,-73.8506368329188,221321
