Zip,population,density,City,St,State,CitySt,County,Country,Coordinates,lat,long
11216,56308,22433.5,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6794, -73.9496",40.6794,-73.9496
11217,41407,18472.1,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6816, -73.9798",40.6816,-73.9798
11218,74508,20331.4,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6424, -73.9758",40.6424,-73.9758
11219,90036,24025.2,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6336, -73.996",40.6336,-73.996
11220,95643,22037.0,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6412, -74.0133",40.6412,-74.0133
11221,83835,22020.5,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6907, -73.9274",40.6907,-73.9274
11222,36492,9292.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.7272, -73.9498",40.7272,-73.9498
11223,81789,14659.2,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.5979, -73.9743",40.5979,-73.9743
11224,46707,11593.1,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.5767, -73.9884",40.5767,-73.9884
11225,58882,24824.2,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6628, -73.9546",40.6628,-73.9546
11226,100277,30415.4,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6467, -73.957",40.6467,-73.957
11228,44994,10957.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6174, -74.0121",40.6174,-74.0121
11229,83615,14307.7,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6011, -73.9475",40.6011,-73.9475
11230,89075,18125.5,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6225, -73.965",40.6225,-73.965
11231,37845,9053.9,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6794, -74.0014",40.6794,-74.0014
11232,27602,9162.6,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6521, -74.0018",40.6521,-74.0018
11233,76819,19194.0,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6784, -73.9211",40.6784,-73.9211
11234,95666,4572.6,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6205, -73.9239",40.6205,-73.9239
11235,78128,13613.7,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.5839, -73.9536",40.5839,-73.9536
11236,100331,10071.1,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6407, -73.9028",40.6407,-73.9028
11237,49310,19583.0,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.7006, -73.918",40.7006,-73.918
11238,54540,17188.6,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.679, -73.9644",40.679,-73.9644
11239,13244,8377.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6497, -73.8824",40.6497,-73.8824
11241,13244,8377.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6451, -73.945",40.6451,-73.945
11242,13244,8377.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6451, -73.945",40.6451,-73.945
11243,13244,8377.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6451, -73.945",40.6451,-73.945
11245,13244,8377.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6451, -73.945",40.6451,-73.945
11247,13244,8377.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6451, -73.945",40.6451,-73.945
11249,13244,8377.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6451, -73.945",40.6451,-73.945
11251,13244,8377.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6451, -73.945",40.6451,-73.945
11252,13244,8377.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6451, -73.945",40.6451,-73.945
11256,13244,8377.3,Brooklyn,New York,NY,"Brooklyn,NY",Kings,US,"40.6451, -73.945",40.6451,-73.945
