ZIP CODE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED
11413,2.0,2.0,0,0,2,2
11238,3.0,0.0,0,0,2,0
11370,2.0,0.0,1,0,1,0
10033,2.0,0.0,2,0,0,0
10307,3.0,0.0,0,0,3,0
11228,4.0,0.0,0,0,3,0
11106,5.0,0.0,0,0,5,0
10310,2.0,0.0,0,0,1,0
11368,3.0,0.0,0,0,0,0
11434,0.0,1.0,0,0,0,1
11368,1.0,0.0,0,0,0,0
10304,4.0,0.0,0,0,4,0
11220,5.0,0.0,0,0,5,0
10453,3.0,0.0,1,0,2,0
11233,1.0,1.0,0,0,1,1
11106,6.0,1.0,0,0,5,1
11354,2.0,0.0,0,0,2,0
10310,12.0,0.0,0,0,12,0
10451,0.0,1.0,0,0,0,0
11233,0.0,1.0,0,1,0,0
10021,6.0,0.0,0,0,6,0
10162,0.0,0.0,0,0,0,0
10055,1.0,0.0,0,0,0,0
10027,1.0,0.0,1,0,0,0
11368,0.0,1.0,0,1,0,0
11420,1.0,0.0,1,0,0,0
11235,8.0,1.0,0,0,8,1
11232,0.0,1.0,0,1,0,0
10022,3.0,0.0,0,0,0,0
10469,0.0,1.0,0,0,0,0
10001,1.0,0.0,1,0,0,0
10017,4.0,0.0,0,0,3,0
11236,1.0,1.0,0,0,1,0
10019,7.0,0.0,0,0,2,0
10310,2.0,0.0,1,0,1,0
10012,1.0,0.0,0,0,1,0
11359,0.0,0.0,0,0,0,0
10034,5.0,2.0,0,0,5,0
11418,0.0,1.0,0,0,0,0
11691,2.0,1.0,0,0,2,1
11356,1.0,0.0,0,0,0,0
10309,4.0,0.0,0,0,4,0
11212,0.0,0.0,0,0,3,0
10462,1.0,0.0,0,0,1,0
11420,6.0,0.0,0,0,6,0
11206,3.0,0.0,2,0,1,0
11205,2.0,0.0,0,0,2,0
11212,1.0,0.0,1,0,0,0
10024,2.0,0.0,2,0,0,0
11434,1.0,1.0,0,0,1,0
11415,0.0,1.0,0,1,0,0
10004,2.0,0.0,1,0,0,0
11237,2.0,0.0,1,0,0,0
10278,1.0,0.0,1,0,0,0
11411,7.0,0.0,0,0,7,0
11206,4.0,0.0,0,0,4,0
11369,2.0,0.0,0,0,0,0
11365,2.0,0.0,1,0,1,0
11040,2.0,0.0,0,0,2,0
10472,7.0,0.0,0,0,7,0
11697,2.0,0.0,0,0,2,0
11205,2.0,0.0,1,0,1,0
10474,2.0,0.0,0,0,0,0
10305,1.0,0.0,0,0,2,0
10029,4.0,0.0,0,0,4,0
11416,2.0,0.0,2,0,0,0
10020,1.0,0.0,1,0,0,0
11436,3.0,0.0,0,0,0,0
11103,1.0,0.0,0,0,1,0
10462,5.0,0.0,0,0,4,0
11413,3.0,0.0,0,0,0,0
10457,2.0,0.0,0,0,0,0
11429,2.0,0.0,0,0,2,0
11218,1.0,1.0,0,0,0,0
11236,3.0,1.0,0,0,3,0
11234,3.0,0.0,0,0,2,0
10309,1.0,0.0,0,0,0,0
11375,2.0,0.0,0,0,2,0
10003,3.0,0.0,0,0,3,0
10000,2.0,0.0,0,0,2,0
11209,3.0,0.0,0,0,2,0
11378,6.0,0.0,0,0,6,0
10032,0.0,0.0,0,0,3,0
11102,1.0,0.0,0,0,1,0
10454,2.0,0.0,1,0,1,0
10467,1.0,0.0,0,0,0,0
10474,1.0,1.0,0,0,1,1
10026,3.0,0.0,0,0,0,0
10010,3.0,0.0,0,0,3,0
10456,2.0,0.0,2,0,0,0
11102,5.0,0.0,0,0,5,0
11103,2.0,0.0,1,0,0,0
10030,12.0,0.0,0,0,12,0
10460,0.0,1.0,0,0,0,0
11217,3.0,0.0,0,0,1,0
11414,2.0,1.0,0,0,2,1
11417,0.0,1.0,0,0,0,0
11421,3.0,0.0,0,0,3,0
11220,3.0,0.0,0,0,0,0
11106,3.0,0.0,0,0,1,0
10013,0.0,1.0,0,0,0,0
10013,4.0,0.0,0,0,3,0
11228,1.0,0.0,0,0,1,0
10018,3.0,0.0,0,0,2,0
11201,2.0,0.0,0,0,0,0
11234,8.0,0.0,0,0,8,0
10122,1.0,0.0,0,0,0,0
10469,6.0,1.0,0,0,6,1
11106,1.0,1.0,0,0,0,0
11373,4.0,0.0,0,0,3,0
11434,2.0,1.0,0,0,2,1
11414,4.0,1.0,0,0,4,1
10306,3.0,0.0,0,0,0,0
11217,0.0,1.0,0,0,0,0
10304,3.0,0.0,0,0,2,0
11106,3.0,0.0,0,0,2,0
11238,2.0,0.0,2,0,0,0
10022,2.0,0.0,0,0,1,0
10007,0.0,0.0,1,0,0,0
10451,12.0,0.0,0,0,12,0
11372,3.0,0.0,0,0,3,0
11201,7.0,0.0,0,0,7,0
11210,2.0,0.0,0,0,2,0
10461,0.0,1.0,0,0,0,1
10305,2.0,0.0,0,0,2,0
11213,9.0,0.0,0,0,9,0
11414,1.0,0.0,1,0,0,0
10466,3.0,0.0,0,0,0,0
10459,2.0,0.0,0,0,0,0
11101,0.0,1.0,0,0,0,1
11231,10.0,0.0,0,0,10,0
10034,3.0,0.0,0,0,2,0
10458,2.0,0.0,0,0,0,0
10019,4.0,0.0,0,0,4,0
10018,0.0,0.0,0,0,2,0
11226,3.0,0.0,0,0,1,0
10306,0.0,1.0,0,0,0,0
11418,1.0,0.0,0,0,0,0
10022,1.0,0.0,0,0,0,0
10471,3.0,0.0,0,0,3,0
11435,2.0,0.0,0,0,2,0
10032,5.0,0.0,0,0,3,0
11207,3.0,0.0,0,0,0,0
10017,0.0,1.0,0,1,0,0
10034,5.0,0.0,0,0,5,0
10002,2.0,0.0,1,0,1,0
11356,0.0,0.0,0,0,0,0
11102,3.0,0.0,0,0,2,0
10005,1.0,0.0,0,0,0,0
10036,0.0,1.0,0,1,0,0
10451,6.0,0.0,0,0,2,0
11217,0.0,0.0,0,0,3,0
11220,0.0,1.0,0,1,0,0
10304,2.0,0.0,0,0,2,0
10472,2.0,0.0,0,0,2,0
11231,0.0,1.0,0,0,0,0
11238,1.0,1.0,0,0,1,1
11354,3.0,0.0,0,0,2,0
10281,0.0,0.0,0,0,0,0
11103,2.0,0.0,0,0,1,0
11691,1.0,2.0,0,0,1,2
11101,1.0,0.0,0,0,1,0
11378,4.0,0.0,0,0,0,0
11210,4.0,0.0,0,0,4,0
11355,2.0,0.0,0,0,2,0
11414,0.0,0.0,0,0,0,0
10001,2.0,0.0,1,0,1,0
10467,1.0,0.0,0,0,0,0
10468,7.0,0.0,0,0,7,0
10018,5.0,0.0,0,0,5,0
10013,3.0,0.0,0,0,0,0
11215,0.0,1.0,0,1,0,0
11436,1.0,0.0,1,0,0,0
11436,0.0,1.0,0,1,0,0
11370,11.0,0.0,0,0,11,0
11435,2.0,0.0,0,0,0,0
10002,3.0,0.0,0,0,1,0
10459,1.0,0.0,0,0,0,0
10007,3.0,0.0,1,0,0,0
11428,1.0,0.0,0,0,0,0
11109,0.0,0.0,0,0,0,0
11355,6.0,0.0,0,0,6,0
11379,2.0,1.0,0,0,2,0
11697,1.0,0.0,0,0,0,0
10468,2.0,0.0,0,0,1,0
11217,2.0,1.0,0,0,0,0
10474,1.0,0.0,1,0,0,0
10310,2.0,0.0,0,0,0,0
11411,1.0,1.0,0,0,1,1
10007,2.0,0.0,0,0,1,0
11218,0.0,1.0,0,1,0,0
11214,1.0,0.0,0,0,0,0
11210,0.0,0.0,0,0,0,0
11372,1.0,0.0,1,0,0,0
11419,2.0,0.0,0,0,2,0
11426,4.0,0.0,0,0,4,0
10303,0.0,1.0,0,0,0,1
10036,0.0,1.0,0,0,0,0
10036,6.0,0.0,0,0,6,0
10034,4.0,0.0,0,0,4,0
11368,3.0,0.0,1,0,2,0
10474,4.0,0.0,0,0,4,0
11237,2.0,0.0,0,0,1,0
10471,2.0,0.0,0,0,2,0
10007,0.0,0.0,0,0,3,0
11692,8.0,0.0,0,0,8,0
11375,4.0,0.0,0,0,0,0
10026,7.0,0.0,0,0,7,0
11416,2.0,1.0,0,0,2,1
10017,2.0,0.0,1,0,0,0
10174,1.0,0.0,1,0,0,0
11209,0.0,0.0,0,0,0,0
11234,6.0,0.0,0,0,6,0
10308,5.0,0.0,0,0,5,0
11373,2.0,0.0,1,0,0,0
10271,0.0,0.0,0,0,0,0
11105,3.0,0.0,0,0,0,0
10468,1.0,0.0,0,0,1,0
11358,10.0,0.0,0,0,10,0
11235,0.0,1.0,0,0,0,0
11385,0.0,0.0,0,0,2,0
11213,1.0,0.0,0,0,0,0
10454,9.0,0.0,0,0,9,0
11414,0.0,1.0,0,0,0,0
11416,0.0,1.0,0,1,0,0
11415,2.0,0.0,0,0,0,0
11201,5.0,0.0,0,0,5,0
10457,0.0,1.0,0,0,0,1
10458,9.0,0.0,0,0,9,0
10459,3.0,0.0,0,0,0,0
11218,2.0,0.0,0,0,2,0
10314,3.0,0.0,0,0,2,0
11230,0.0,1.0,0,1,0,0
11691,0.0,0.0,0,0,0,0
11205,5.0,0.0,0,0,5,0
10035,6.0,0.0,0,0,5,0
11433,5.0,0.0,0,0,5,0
11222,0.0,0.0,0,0,0,0
10004,4.0,0.0,0,0,4,0
10044,1.0,0.0,0,0,1,0
11372,6.0,0.0,0,0,0,0
10461,0.0,0.0,0,0,0,0
10468,0.0,0.0,0,0,1,0
11105,4.0,0.0,0,0,4,0
11229,4.0,0.0,0,0,4,0
11691,4.0,0.0,0,0,3,0
11357,0.0,0.0,0,0,0,0
11226,7.0,0.0,0,0,7,0
11218,0.0,1.0,0,0,0,1
11211,3.0,0.0,1,0,1,0
10456,0.0,0.0,0,0,1,0
11229,1.0,1.0,0,0,0,0
10465,2.0,0.0,0,0,2,0
11225,10.0,0.0,0,0,10,0
10075,4.0,0.0,0,0,4,0
11422,0.0,1.0,0,0,0,0
10123,0.0,0.0,0,0,0,0
11372,0.0,1.0,0,0,0,1
10011,4.0,0.0,0,0,2,0
11413,3.0,0.0,0,0,2,0
11207,2.0,0.0,1,0,1,0
11218,0.0,1.0,0,0,0,0
11385,2.0,0.0,0,0,2,0
11374,2.0,0.0,0,0,0,0
10032,2.0,0.0,0,0,2,0
10310,8.0,0.0,0,0,8,0
11239,2.0,0.0,0,0,2,0
11366,3.0,0.0,0,0,2,0
11416,0.0,0.0,0,0,1,0
11203,11.0,0.0,0,0,2,0
11428,0.0,1.0,0,0,0,0
11218,2.0,1.0,0,0,1,0
11207,4.0,0.0,0,0,3,0
11104,2.0,0.0,0,0,0,0
11372,1.0,1.0,0,0,1,1
10463,2.0,0.0,2,0,0,0
11354,6.0,0.0,0,0,6,0
11367,0.0,1.0,0,0,0,1
11213,1.0,0.0,0,0,1,0
10021,1.0,1.0,0,0,1,1
11216,4.0,0.0,0,0,4,0
10010,1.0,1.0,0,0,1,0
10016,3.0,0.0,0,0,0,0
10002,2.0,0.0,0,0,1,0
11413,1.0,0.0,0,0,0,0
11103,0.0,1.0,0,0,0,0
11221,12.0,0.0,0,0,12,0
11220,0.0,1.0,0,0,0,1
10473,0.0,1.0,0,0,0,0
10105,0.0,0.0,0,0,0,0
10029,3.0,0.0,0,0,1,0
11354,7.0,0.0,0,0,7,0
10469,1.0,1.0,0,0,1,1
11213,3.0,0.0,1,0,2,0
10040,2.0,0.0,1,0,1,0
10469,2.0,0.0,0,0,1,0
10462,2.0,0.0,1,0,1,0
11436,5.0,0.0,0,0,4,0
10467,2.0,0.0,0,0,0,0
10301,4.0,0.0,0,0,2,0
11203,3.0,0.0,0,0,3,0
11004,0.0,1.0,0,0,0,0
11204,5.0,0.0,0,0,5,0
11411,6.0,0.0,0,0,6,0
10019,1.0,0.0,0,0,1,0
10472,3.0,0.0,0,0,3,0
10453,7.0,0.0,0,0,7,0
11220,1.0,0.0,0,0,0,0
11201,1.0,0.0,0,0,0,0
11206,0.0,1.0,0,0,0,1
10000,1.0,0.0,0,0,1,0
11367,2.0,0.0,0,0,2,0
10025,6.0,0.0,0,0,6,0
10306,2.0,0.0,0,0,2,0
11203,6.0,0.0,0,0,4,0
11419,4.0,1.0,0,0,2,0
11365,1.0,0.0,0,0,0,0
11234,5.0,0.0,0,0,4,0
10032,8.0,0.0,0,0,8,0
11416,0.0,0.0,0,0,0,0
11435,3.0,0.0,0,0,3,0
11433,0.0,0.0,0,0,0,0
10019,4.0,0.0,0,0,0,0
10456,4.0,0.0,0,0,3,0
11109,1.0,0.0,0,0,0,0
11365,1.0,0.0,1,0,0,0
10017,8.0,0.0,0,0,3,0
10312,1.0,1.0,0,0,1,1
10282,0.0,0.0,0,0,0,0
10021,2.0,0.0,2,0,0,0
11103,2.0,0.0,2,0,0,0
11228,0.0,1.0,0,0,0,0
10461,6.0,0.0,0,0,6,0
10456,2.0,0.0,0,0,0,0
10305,2.0,1.0,0,0,1,0
11417,4.0,0.0,0,0,4,0
10009,4.0,0.0,0,0,4,0
11101,2.0,0.0,0,0,0,0
10014,2.0,0.0,1,0,0,0
11203,1.0,0.0,1,0,0,0
11212,2.0,0.0,2,0,0,0
10301,1.0,0.0,0,0,0,0
11207,9.0,0.0,0,0,9,0
10312,4.0,0.0,0,0,3,0
10454,0.0,1.0,0,0,0,0
11364,1.0,0.0,0,0,1,0
11218,2.0,0.0,1,0,1,0
10128,2.0,0.0,2,0,0,0
10023,2.0,0.0,0,0,2,0
10030,1.0,0.0,0,0,0,0
11239,1.0,0.0,0,0,0,0
11251,2.0,0.0,0,0,2,0
11209,2.0,0.0,0,0,0,0
11226,0.0,1.0,0,0,0,1
11430,1.0,1.0,0,0,0,0
11365,2.0,0.0,2,0,0,0
11429,3.0,0.0,0,0,3,0
10459,3.0,0.0,0,0,1,0
11421,2.0,0.0,2,0,0,0
10310,0.0,0.0,0,0,0,0
11411,2.0,0.0,0,0,0,0
11361,34.0,0.0,0,0,34,0
11411,1.0,1.0,0,0,0,1
11236,2.0,0.0,2,0,0,0
10048,0.0,0.0,0,0,0,0
10306,3.0,0.0,0,0,3,0
10304,7.0,0.0,0,0,7,0
11222,2.0,0.0,0,0,1,0
11368,6.0,0.0,0,0,6,0
10469,0.0,0.0,0,0,0,0
11203,2.0,0.0,0,0,1,0
10002,3.0,0.0,0,0,2,0
11205,2.0,0.0,0,0,1,0
11230,0.0,1.0,0,0,0,1
11422,1.0,0.0,0,0,0,0
11101,3.0,0.0,0,0,2,0
10464,2.0,0.0,0,0,1,0
10031,2.0,0.0,1,0,0,0
11102,0.0,1.0,0,1,0,0
10302,2.0,0.0,0,0,0,0
10455,5.0,0.0,0,0,5,0
11419,2.0,0.0,0,0,1,0
11219,2.0,0.0,1,0,1,0
10010,0.0,1.0,0,1,0,0
10003,5.0,0.0,0,0,2,0
10460,0.0,0.0,0,0,1,0
10452,3.0,0.0,0,0,3,0
11422,10.0,0.0,0,0,10,0
10463,0.0,1.0,0,1,0,0
11215,4.0,0.0,0,0,2,0
10017,3.0,1.0,0,0,1,0
11235,1.0,1.0,0,0,1,0
11207,11.0,0.0,0,0,11,0
11385,0.0,0.0,0,0,1,0
11355,4.0,0.0,0,0,4,0
10028,4.0,0.0,0,0,3,0
11040,5.0,0.0,0,0,2,0
11367,2.0,1.0,0,0,2,1
11435,3.0,0.0,0,0,0,0
10475,3.0,0.0,0,0,3,0
11208,5.0,0.0,0,0,5,0
11361,0.0,1.0,0,0,0,0
11223,2.0,0.0,0,0,1,0
11379,4.0,0.0,0,0,4,0
11377,2.0,0.0,0,0,0,0
10302,1.0,0.0,0,0,1,0
11219,2.0,0.0,0,0,1,0
11375,1.0,0.0,0,0,0,0
11201,10.0,0.0,0,0,10,0
10453,2.0,0.0,0,0,2,0
11211,2.0,0.0,0,0,0,0
10120,0.0,0.0,0,0,0,0
10003,6.0,0.0,0,0,6,0
10032,0.0,1.0,0,0,0,0
10033,2.0,0.0,0,0,0,0
11415,4.0,0.0,0,0,2,0
11434,5.0,0.0,0,0,5,0
10452,1.0,0.0,0,0,1,0
11106,1.0,1.0,0,0,1,1
11695,1.0,0.0,0,0,0,0
10011,3.0,0.0,0,0,3,0
11226,0.0,0.0,0,0,0,0
11226,0.0,0.0,0,0,0,0
10021,0.0,0.0,0,0,0,0
10034,0.0,1.0,0,0,0,1
11239,2.0,0.0,1,0,0,0
10453,1.0,0.0,0,0,1,0
10065,7.0,0.0,0,0,7,0
11213,2.0,1.0,0,0,1,0
11211,4.0,0.0,0,0,3,0
10004,1.0,0.0,0,0,0,0
10040,2.0,0.0,0,0,2,0
11229,2.0,0.0,0,0,2,0
11433,2.0,0.0,0,0,0,0
10000,0.0,1.0,0,0,0,1
10038,2.0,0.0,0,0,0,0
10040,3.0,0.0,0,0,2,0
11219,5.0,0.0,0,0,3,0
10458,6.0,0.0,0,0,6,0
10019,0.0,0.0,0,0,0,0
11209,2.0,0.0,1,0,1,0
10314,2.0,0.0,0,0,0,0
11004,1.0,0.0,0,0,0,0
11218,5.0,0.0,0,0,5,0
11229,2.0,0.0,0,0,1,0
10456,3.0,0.0,0,0,2,0
11206,2.0,0.0,1,0,1,0
10468,5.0,0.0,0,0,5,0
11373,0.0,0.0,0,0,0,0
11217,2.0,0.0,0,0,1,0
11373,5.0,0.0,0,0,5,0
10454,1.0,0.0,0,0,1,0
11361,0.0,0.0,0,0,0,0
10039,2.0,0.0,0,0,1,0
10017,0.0,1.0,0,0,0,1
10010,2.0,0.0,0,0,1,0
10034,3.0,0.0,0,0,1,0
10065,1.0,1.0,0,0,0,0
11234,5.0,0.0,0,0,5,0
11211,3.0,0.0,0,0,3,0
11421,7.0,0.0,0,0,7,0
10451,7.0,0.0,0,0,7,0
10019,1.0,0.0,1,0,0,0
11433,1.0,0.0,0,0,1,0
10030,6.0,0.0,0,0,6,0
10471,3.0,0.0,0,0,2,0
10475,1.0,0.0,0,0,1,0
10112,0.0,0.0,0,0,0,0
11203,13.0,0.0,0,0,13,0
11223,3.0,0.0,1,0,2,0
11105,2.0,0.0,0,0,0,0
11216,11.0,0.0,0,0,11,0
11208,3.0,0.0,1,0,2,0
11221,11.0,0.0,0,0,11,0
10035,2.0,0.0,1,0,0,0
10463,1.0,0.0,0,0,0,0
11365,3.0,0.0,0,0,3,0
10460,5.0,0.0,0,0,3,0
11204,2.0,0.0,1,0,0,0
11413,3.0,0.0,0,0,1,0
11385,3.0,0.0,0,0,2,0
11230,0.0,1.0,0,0,0,0
11224,8.0,0.0,0,0,8,0
11232,0.0,1.0,0,0,0,0
10017,0.0,1.0,0,0,0,0
10304,3.0,0.0,0,0,0,0
11234,9.0,1.0,0,0,9,1
11207,0.0,1.0,0,0,0,1
10017,0.0,0.0,0,0,0,0
10026,2.0,0.0,0,0,1,0
10455,0.0,1.0,0,0,0,1
10033,3.0,1.0,0,0,0,0
10465,2.0,0.0,0,0,1,0
10024,2.0,0.0,0,0,0,0
11368,0.0,0.0,0,0,1,0
11215,4.0,0.0,0,0,4,0
10461,2.0,0.0,2,0,0,0
10022,4.0,0.0,0,0,4,0
10022,0.0,1.0,0,0,0,0
11434,3.0,0.0,0,0,2,0
11208,3.0,0.0,0,0,2,0
10469,2.0,0.0,0,0,0,0
10013,0.0,1.0,0,1,0,0
11213,4.0,0.0,0,0,4,0
10305,3.0,0.0,0,0,3,0
10010,2.0,0.0,0,0,2,0
10034,1.0,0.0,1,0,0,0
11106,2.0,0.0,0,0,2,0
10007,0.0,1.0,0,0,0,0
10041,0.0,0.0,0,0,0,0
10031,4.0,0.0,0,0,3,0
11206,3.0,0.0,0,0,2,0
11428,23.0,0.0,0,0,23,0
10034,3.0,0.0,0,0,0,0
11109,1.0,0.0,1,0,0,0
11370,4.0,0.0,0,0,4,0
11411,0.0,1.0,0,1,0,0
11415,3.0,0.0,0,0,3,0
11385,0.0,1.0,0,0,0,1
10024,8.0,0.0,0,0,8,0
10304,3.0,0.0,0,0,3,0
10174,2.0,0.0,0,0,0,0
10005,2.0,0.0,0,0,0,0
11372,6.0,0.0,0,0,6,0
11213,4.0,0.0,0,0,2,0
11211,1.0,0.0,1,0,0,0
11436,10.0,0.0,0,0,10,0
10475,6.0,0.0,0,0,6,0
11377,1.0,1.0,0,0,1,1
11354,15.0,4.0,0,0,12,2
10168,0.0,0.0,0,0,0,0
10025,1.0,0.0,0,0,1,0
11364,1.0,0.0,0,0,0,0
11212,3.0,0.0,0,0,3,0
10024,2.0,0.0,0,0,1,0
11231,6.0,0.0,0,0,6,0
10075,3.0,0.0,0,0,1,0
10026,1.0,0.0,0,0,1,0
10038,2.0,0.0,0,0,2,0
10038,1.0,0.0,0,0,0,0
11218,3.0,0.0,0,0,2,0
10455,4.0,0.0,0,0,4,0
11417,0.0,0.0,0,0,0,0
10065,5.0,0.0,0,0,4,0
11379,11.0,0.0,0,0,11,0
11374,2.0,0.0,0,0,1,0
11211,1.0,1.0,0,0,1,0
11422,0.0,1.0,0,1,0,0
10112,1.0,0.0,1,0,0,0
11423,5.0,0.0,0,0,0,0
10019,3.0,0.0,0,0,2,0
11205,2.0,0.0,1,0,0,0
11422,8.0,0.0,0,0,8,0
11106,1.0,1.0,0,0,1,0
10028,2.0,0.0,1,0,1,0
11223,2.0,0.0,1,0,1,0
11226,8.0,0.0,0,0,8,0
10305,4.0,0.0,0,0,0,0
10454,5.0,0.0,0,0,5,0
11233,9.0,0.0,0,0,9,0
10029,5.0,0.0,0,0,5,0
11423,1.0,0.0,1,0,0,0
11234,7.0,0.0,0,0,7,0
10038,0.0,0.0,0,0,0,0
11230,0.0,0.0,0,0,0,0
10472,2.0,1.0,0,0,0,0
10022,0.0,0.0,0,0,0,0
10452,1.0,1.0,0,0,1,1
11221,1.0,0.0,0,0,0,0
10018,3.0,0.0,2,0,0,0
10155,1.0,0.0,0,0,1,0
11426,0.0,1.0,0,0,0,0
10456,5.0,0.0,0,0,0,0
11212,3.0,0.0,0,0,0,0
10013,0.0,0.0,0,0,0,0
11373,1.0,0.0,1,0,0,0
11422,4.0,0.0,0,0,4,0
10075,2.0,0.0,1,0,1,0
10002,3.0,0.0,0,0,0,0
11204,4.0,0.0,0,0,3,0
10474,9.0,0.0,0,0,9,0
10303,2.0,0.0,0,0,0,0
10454,10.0,0.0,0,0,10,0
11364,0.0,1.0,0,0,0,0
11435,4.0,0.0,0,0,4,0
10036,1.0,0.0,0,0,1,0
10468,0.0,0.0,0,0,0,0
11106,0.0,0.0,0,0,0,0
10035,11.0,0.0,0,0,11,0
11224,1.0,1.0,0,0,0,0
10065,1.0,0.0,0,0,2,0
10454,3.0,0.0,1,0,0,0
11225,1.0,0.0,0,0,0,0
11238,1.0,0.0,0,0,0,0
10473,2.0,0.0,2,0,0,0
11103,4.0,0.0,0,0,3,0
10309,3.0,1.0,0,0,3,1
11223,5.0,0.0,0,0,5,0
11354,1.0,0.0,1,0,0,0
11101,3.0,0.0,0,0,1,0
11212,2.0,1.0,0,0,2,1
11218,3.0,0.0,0,0,3,0
10029,2.0,0.0,2,0,0,0
11101,2.0,0.0,2,0,0,0
11360,0.0,0.0,0,0,0,0
11238,1.0,0.0,0,0,1,0
11102,2.0,0.0,0,0,0,0
10457,0.0,1.0,0,1,0,0
10455,1.0,0.0,0,0,0,0
11205,4.0,0.0,0,0,4,0
11420,2.0,0.0,1,0,1,0
10457,12.0,0.0,0,0,12,0
10452,5.0,1.0,0,0,5,1
10461,2.0,0.0,1,0,1,0
10278,4.0,0.0,0,0,4,0
10000,1.0,0.0,0,0,0,0
10027,3.0,0.0,0,0,1,0
10075,3.0,0.0,0,0,2,0
11104,9.0,0.0,0,0,8,0
10029,1.0,1.0,0,0,1,0
11236,0.0,0.0,0,0,1,0
10003,4.0,0.0,1,0,3,0
11211,0.0,1.0,0,0,0,1
11207,3.0,0.0,0,0,3,0
11224,4.0,0.0,0,0,4,0
10281,1.0,0.0,0,0,1,0
11216,2.0,1.0,0,0,2,1
10462,2.0,0.0,0,0,1,0
10012,2.0,0.0,0,0,0,0
11232,2.0,0.0,0,0,0,0
11236,8.0,0.0,0,0,8,0
11363,5.0,0.0,0,0,5,0
10025,1.0,1.0,0,0,1,0
10308,6.0,0.0,0,0,6,0
10002,5.0,0.0,0,0,5,0
11221,0.0,1.0,0,1,0,0
10037,0.0,1.0,0,0,0,0
10003,2.0,0.0,0,0,0,0
11360,5.0,0.0,0,0,5,0
11234,6.0,0.0,0,0,4,0
10033,7.0,0.0,0,0,7,0
10020,0.0,0.0,0,0,0,0
10029,0.0,1.0,0,0,0,0
11109,2.0,0.0,1,0,1,0
10022,0.0,0.0,0,0,2,0
11239,3.0,0.0,0,0,3,0
11238,1.0,0.0,0,0,2,0
10004,5.0,0.0,0,0,5,0
11209,2.0,0.0,2,0,0,0
10466,2.0,0.0,0,0,2,0
10469,4.0,0.0,0,0,3,0
11385,3.0,0.0,0,0,0,0
11368,1.0,0.0,1,0,0,0
11209,5.0,0.0,0,0,5,0
11377,6.0,0.0,0,0,6,0
10003,3.0,0.0,1,0,2,0
11213,2.0,1.0,0,0,2,1
11361,6.0,0.0,0,0,6,0
11207,7.0,0.0,0,0,7,0
10036,13.0,0.0,0,0,13,0
11210,1.0,0.0,1,0,0,0
11229,3.0,0.0,0,0,0,0
11358,0.0,0.0,0,0,0,0
11358,0.0,0.0,0,0,0,0
11216,3.0,0.0,0,0,0,0
11238,2.0,0.0,1,0,0,0
10461,4.0,0.0,0,0,4,0
11370,3.0,0.0,0,0,0,0
11102,2.0,0.0,0,0,2,0
11413,7.0,0.0,0,0,7,0
10304,1.0,0.0,1,0,0,0
10020,2.0,0.0,0,0,2,0
10035,3.0,0.0,0,0,1,0
11436,6.0,0.0,0,0,6,0
11375,6.0,0.0,0,0,6,0
11106,2.0,1.0,0,0,2,1
10019,3.0,0.0,0,0,3,0
11235,3.0,0.0,1,0,2,0
10034,3.0,0.0,0,0,3,0
11412,0.0,1.0,0,0,0,0
11217,0.0,1.0,0,1,0,0
11432,1.0,0.0,0,0,0,0
11204,3.0,0.0,0,0,3,0
10178,1.0,0.0,1,0,0,0
10023,5.0,0.0,0,0,5,0
10451,2.0,0.0,1,0,1,0
10455,2.0,0.0,1,0,1,0
10461,17.0,0.0,0,0,17,0
11428,1.0,0.0,1,0,0,0
11214,8.0,0.0,0,0,8,0
10039,1.0,0.0,0,0,0,0
11375,3.0,0.0,0,0,0,0
11237,0.0,1.0,0,0,0,0
11214,4.0,0.0,0,0,3,0
10451,1.0,0.0,0,0,1,0
10472,2.0,0.0,1,0,1,0
11236,2.0,0.0,0,0,0,0
10032,2.0,0.0,1,0,1,0
10013,3.0,1.0,0,0,3,1
10017,0.0,0.0,0,0,2,0
10451,3.0,0.0,0,0,3,0
11214,11.0,0.0,0,0,11,0
11414,8.0,0.0,0,0,8,0
11215,0.0,1.0,0,0,0,0
11693,1.0,0.0,0,0,1,0
11219,8.0,0.0,0,0,8,0
10460,11.0,0.0,0,0,11,0
11370,2.0,0.0,0,0,2,0
11210,8.0,0.0,0,0,4,0
10165,1.0,0.0,1,0,0,0
11362,2.0,0.0,0,0,1,0
11370,6.0,0.0,0,0,6,0
10472,2.0,0.0,0,0,1,0
11104,0.0,1.0,0,1,0,0
10017,7.0,0.0,1,0,5,0
11232,0.0,0.0,0,0,0,0
11434,18.0,0.0,0,0,18,0
10472,9.0,0.0,0,0,9,0
11691,2.0,0.0,0,0,0,0
10467,1.0,0.0,1,0,0,0
11232,1.0,1.0,0,0,1,0
11207,0.0,0.0,0,0,0,0
11207,0.0,0.0,0,0,0,0
11235,1.0,0.0,0,0,0,0
10036,0.0,0.0,0,0,0,0
10033,9.0,0.0,0,0,9,0
11209,3.0,0.0,0,0,3,0
10028,1.0,0.0,0,0,0,0
10455,2.0,0.0,0,0,2,0
11414,0.0,0.0,0,0,1,0
